fit_time,score_time,test_accuracy,test_f1,test_roc_auc,IDP
0.7844758033752441,0.037148475646972656,0.5121951219512195,0.4897959183673469,0.5302360505943567,fa
0.7809653282165527,0.03570127487182617,0.4943089430894309,0.4683760683760683,0.4960129447100131,fa
0.7750298976898193,0.036643028259277344,0.5138211382113821,0.494077834179357,0.5148166166081475,fa
0.7780771255493164,0.03518033027648926,0.5398373983739837,0.5112262521588947,0.5420597317991455,fa
0.2936227321624756,0.03442740440368652,0.4959349593495935,0.4709897610921502,0.5087249883666822,su
0.29282331466674805,0.03376054763793945,0.5186991869918699,0.5194805194805194,0.5244193916832354,su
0.2923731803894043,0.034021615982055664,0.5219512195121951,0.4878048780487805,0.5298553238292651,su
0.2933971881866455,0.0337522029876709,0.4894308943089431,0.46779661016949153,0.5162549177207159,su
0.31010007858276367,0.03414130210876465,0.5707317073170731,0.5950920245398773,0.5988091712847413,t1
0.3098411560058594,0.033959150314331055,0.5382113821138211,0.55625,0.5600173442192986,t1
0.3094003200531006,0.0339052677154541,0.5658536585365853,0.593607305936073,0.5727188121324929,t1
0.3097691535949707,0.03371238708496094,0.5691056910569106,0.5954198473282443,0.5885824273446423,t1
0.29526782035827637,0.033057212829589844,0.5258467023172906,0.5445205479452055,0.5406964921199797,t2
0.29596805572509766,0.0327756404876709,0.5240641711229946,0.5512605042016807,0.5419039145907474,t2
0.29454731941223145,0.03295564651489258,0.5347593582887701,0.5380530973451327,0.5364895780376208,t2
0.29512858390808105,0.032961130142211914,0.5080213903743316,0.54,0.502719877986782,t2
0.19069242477416992,0.03287220001220703,0.49734513274336284,0.5136986301369862,0.5007768839435631,t2
0.18973016738891602,0.03226280212402344,0.49734513274336284,0.43873517786561267,0.5209382753176452,t2
0.19026994705200195,0.03262495994567871,0.4946808510638298,0.4592030360531309,0.5018987978471908,t2
0.19059181213378906,0.03211665153503418,0.5425531914893617,0.5656565656565657,0.5403903224183895,t2
0.2811558246612549,0.032824039459228516,0.5090579710144928,0.47784200385356457,0.5153854232304138,ta
0.28066039085388184,0.03251147270202637,0.5543478260869565,0.5743944636678202,0.5529300567107751,ta
0.2798120975494385,0.03279399871826172,0.532608695652174,0.5239852398523984,0.5407608695652174,ta
0.28078556060791016,0.032483816146850586,0.5543478260869565,0.5607142857142857,0.5688668346985928,ta
1.0050122737884521,0.037155866622924805,0.5263157894736842,0.5245901639344263,0.5546376811594202,dm
1.0059418678283691,0.03638935089111328,0.5517241379310345,0.5581395348837209,0.5425164690382082,dm
0.9997594356536865,0.03608226776123047,0.5517241379310345,0.5533453887884268,0.5566930171277997,dm
1.0032026767730713,0.03641057014465332,0.5480943738656987,0.5310734463276837,0.5687088274044796,dm
0.9009335041046143,0.035414934158325195,0.5607985480943739,0.550185873605948,0.5788142292490118,dm
0.8935234546661377,0.0354762077331543,0.5081669691470054,0.5099457504520796,0.5195915678524374,dm
0.902475118637085,0.03524041175842285,0.5571687840290381,0.5836177474402731,0.5689459815546771,dm
0.8944911956787109,0.03544735908508301,0.5517241379310345,0.5612788632326821,0.5541106719367588,dm
0.8271627426147461,0.03744101524353027,0.5382113821138211,0.5034965034965034,0.548870510596895,fa+su
0.8271889686584473,0.035643577575683594,0.5235772357723577,0.5059021922428331,0.5278036295951605,fa+su
0.822028398513794,0.035550832748413086,0.4975609756097561,0.45694200351493847,0.5213524260755531,fa+su
0.8251111507415771,0.03567337989807129,0.5479674796747968,0.565625,0.5722746309065527,fa+su
0.830528974533081,0.03604388236999512,0.5739837398373984,0.569078947368421,0.5842992512373619,fa+t1
0.8276941776275635,0.03569483757019043,0.5382113821138211,0.5520504731861199,0.5648293075003172,fa+t1
0.8251850605010986,0.03573107719421387,0.5447154471544715,0.54983922829582,0.5730043572063116,fa+t1
0.8324811458587646,0.035645484924316406,0.5821138211382114,0.61698956780924,0.5874719742797919,fa+t1
0.7652897834777832,0.03456377983093262,0.5329768270944741,0.5056603773584906,0.5427300457549569,fa+t2
0.7633805274963379,0.03461027145385742,0.5240641711229946,0.515426497277677,0.5395144890696492,fa+t2
0.7610077857971191,0.03463435173034668,0.5196428571428572,0.4934086629001883,0.5228571428571428,fa+t2
0.7634603977203369,0.03466916084289551,0.5357142857142857,0.5112781954887218,0.5739795918367347,fa+t2
0.7208130359649658,0.03437685966491699,0.5221238938053098,0.527972027972028,0.5425782522617347,fa+t2
0.714667797088623,0.03471112251281738,0.49911504424778763,0.4937388193202147,0.49764428739693756,fa+t2
0.7165017127990723,0.03462076187133789,0.524822695035461,0.5179856115107913,0.5471178512147277,fa+t2
0.7194831371307373,0.034384727478027344,0.5106382978723404,0.46718146718146714,0.5069035762788592,fa+t2
0.7527973651885986,0.03455805778503418,0.5181159420289855,0.5232974910394266,0.5379253308128544,fa+ta
0.7525157928466797,0.03434038162231445,0.5235507246376812,0.5377855887521968,0.5454736399915984,fa+ta
0.747312068939209,0.0345306396484375,0.4963768115942029,0.49454545454545457,0.5000131274942239,fa+ta
0.7485239505767822,0.034560441970825195,0.5471014492753623,0.5535714285714287,0.5689324721697122,fa+ta
1.173750400543213,0.03691458702087402,0.5553539019963702,0.5403377110694184,0.5573254281949934,fa+dm
1.176445484161377,0.03670644760131836,0.5517241379310345,0.5659050966608085,0.5503425559947299,fa+dm
1.1768455505371094,0.03674721717834473,0.5408348457350273,0.5506216696269982,0.5574440052700922,fa+dm
1.1780383586883545,0.03688383102416992,0.5462794918330308,0.5519713261648745,0.5611857707509882,fa+dm
1.1010127067565918,0.03638291358947754,0.5607985480943739,0.5451127819548872,0.570566534914361,fa+dm
1.0989017486572266,0.0358884334564209,0.52994555353902,0.5333333333333333,0.5258498023715416,fa+dm
1.10276198387146,0.03585004806518555,0.5626134301270418,0.5626134301270418,0.5856258234519104,fa+dm
1.0980567932128906,0.036218881607055664,0.5535390199637024,0.5575539568345325,0.5779710144927537,fa+dm
0.4069030284881592,0.03442215919494629,0.5528455284552846,0.5788667687595712,0.5717035407589154,su+t1
0.40676212310791016,0.03426074981689453,0.5430894308943089,0.5574803149606299,0.5655273065696518,su+t1
0.40728306770324707,0.03410148620605469,0.5626016260162602,0.5855161787365176,0.5791594399086256,su+t1
0.4071691036224365,0.03434896469116211,0.5788617886178862,0.6151560178306092,0.5830830407377638,su+t1
0.3851773738861084,0.03351187705993652,0.5311942959001783,0.5278276481149013,0.5277834265378749,su+t2
0.38506078720092773,0.033298492431640625,0.5294117647058824,0.5463917525773195,0.5335155058464667,su+t2
0.3835442066192627,0.03333902359008789,0.5089285714285714,0.5132743362831859,0.514375,su+t2
0.38657236099243164,0.032948970794677734,0.5196428571428572,0.522202486678508,0.5297448979591837,su+t2
0.32666850090026855,0.033271074295043945,0.5238938053097345,0.522202486678508,0.5264265844673333,su+t2
0.32678937911987305,0.03297138214111328,0.5469026548672566,0.5444839857651246,0.5554845500338321,su+t2
0.3266887664794922,0.03305530548095703,0.5,0.4638783269961977,0.5024395151149338,su+t2
0.32706284523010254,0.03298783302307129,0.5372340425531915,0.5685950413223141,0.5446783360997938,su+t2
0.3255288600921631,0.03330278396606445,0.48007246376811596,0.4791288566243194,0.5055529300567108,su+ta
0.32542991638183594,0.033083200454711914,0.5307971014492754,0.5350089766606821,0.5643772316740181,su+ta
0.32571935653686523,0.03323841094970703,0.519927536231884,0.5242369838420108,0.5465763495064062,su+ta
0.32500362396240234,0.03290367126464844,0.5778985507246377,0.5786618444846292,0.5754043268220962,su+ta
1.047933578491211,0.03644919395446777,0.5716878402903811,0.5709090909090909,0.585125164690382,su+dm
1.0513854026794434,0.03616952896118164,0.5281306715063521,0.5422535211267606,0.5390909090909091,su+dm
1.045252799987793,0.036483049392700195,0.5499092558983666,0.5424354243542436,0.557905138339921,su+dm
1.0491442680358887,0.0364990234375,0.5353901996370236,0.5205992509363296,0.5557180500658762,su+dm
0.9437360763549805,0.03544735908508301,0.5607985480943739,0.5535055350553506,0.5708432147562581,su+dm
0.9422597885131836,0.035352468490600586,0.5190562613430127,0.5225225225225225,0.5252964426877471,su+dm
0.9458684921264648,0.035246849060058594,0.515426497277677,0.530755711775044,0.5516337285902503,su+dm
0.9447762966156006,0.03544282913208008,0.5553539019963702,0.5648312611012434,0.5644795783926219,su+dm
0.3968205451965332,0.03355884552001953,0.5525846702317291,0.5724020442930153,0.5716827656329436,t1+t2
0.3945949077606201,0.03333711624145508,0.5793226381461676,0.6205787781350482,0.6058464667005593,t1+t2
0.3945462703704834,0.03344988822937012,0.5035714285714286,0.4927007299270073,0.5214285714285715,t1+t2
0.396665096282959,0.03321981430053711,0.5642857142857143,0.6026058631921825,0.6094897959183674,t1+t2
0.2931172847747803,0.03347015380859375,0.5628318584070796,0.5628318584070796,0.5776758639701276,t1+t2
0.29314517974853516,0.033203840255737305,0.5469026548672566,0.5616438356164384,0.5810841290128561,t1+t2
0.29317259788513184,0.033158063888549805,0.5407801418439716,0.5479930191972077,0.5614531462200091,t1+t2
0.29402828216552734,0.03304338455200195,0.5460992907801419,0.5844155844155844,0.5715381520044264,t1+t2
0.3355679512023926,0.03330516815185547,0.5652173913043478,0.5683453237410071,0.5822962612896451,t1+ta
0.33582305908203125,0.0329899787902832,0.5634057971014492,0.5719360568383659,0.5838453056080656,t1+ta
0.33589911460876465,0.033318519592285156,0.5362318840579711,0.5311355311355311,0.538791745431632,t1+ta
0.33598971366882324,0.03290081024169922,0.5507246376811594,0.5474452554744526,0.5718205208989707,t1+ta
1.0560705661773682,0.038366079330444336,0.5607985480943739,0.56,0.5923847167325428,t1+dm
1.1021924018859863,0.03661823272705078,0.5190562613430127,0.5259391771019678,0.5185902503293807,t1+dm
1.0461900234222412,0.036513328552246094,0.5698729582577132,0.5683060109289616,0.5802635046113307,t1+dm
1.052128553390503,0.03661847114562988,0.5480943738656987,0.5380333951762524,0.5561001317523057,t1+dm
0.8984267711639404,0.035608530044555664,0.5607985480943739,0.5583941605839415,0.5938998682476944,t1+dm
0.8935291767120361,0.03566884994506836,0.5263157894736842,0.5314183123877917,0.5309617918313569,t1+dm
0.9016964435577393,0.0352931022644043,0.542649727767695,0.5499999999999999,0.5752305665349144,t1+dm
0.8973009586334229,0.03560447692871094,0.5517241379310345,0.5565529622980252,0.5644005270092227,t1+dm
0.3331873416900635,0.03312540054321289,0.5131086142322098,0.5373665480427047,0.5209639635848448,t2+t2
0.33494019508361816,0.03269052505493164,0.5393258426966292,0.5543478260869565,0.5557238844702548,t2+t2
0.33499884605407715,0.032938241958618164,0.47842401500938087,0.4694656488549619,0.5056742981048126,t2+t2
0.3361494541168213,0.03255200386047363,0.5178236397748592,0.5402504472271914,0.5261609078876968,t2+t2
0.37826013565063477,0.03322410583496094,0.5243445692883895,0.5415162454873645,0.5575193928937143,t2+ta
0.3785574436187744,0.03274989128112793,0.5337078651685393,0.5577264653641207,0.5575474477128308,t2+ta
0.37809300422668457,0.032807350158691406,0.5205992509363296,0.5311355311355311,0.5546016917055927,t2+ta
0.37708163261413574,0.03288769721984863,0.5430711610486891,0.5611510791366907,0.566623181697036,t2+ta
1.0201935768127441,0.03585100173950195,0.5375939849624061,0.5232558139534884,0.551303069704336,t2+dm
1.0195670127868652,0.03600001335144043,0.5394736842105263,0.5471349353049908,0.5622703374978801,t2+dm
1.0214266777038574,0.035936832427978516,0.5206766917293233,0.4785276073619632,0.5471479450505964,t2+dm
1.0247282981872559,0.03604459762573242,0.5507518796992481,0.5614678899082568,0.5778873876420374,t2+dm
0.9177610874176025,0.03530573844909668,0.5601503759398496,0.55,0.5756260953134716,t2+dm
0.9186961650848389,0.03505444526672363,0.556390977443609,0.572463768115942,0.5789473684210527,t2+dm
0.9168398380279541,0.035259246826171875,0.556390977443609,0.5461538461538462,0.5565323082141443,t2+dm
0.9192464351654053,0.03523588180541992,0.5639097744360902,0.5719557195571957,0.5707219175758946,t2+dm
0.27445220947265625,0.03257036209106445,0.5267175572519084,0.5664335664335666,0.5290921274983975,t2+ta
0.27437877655029297,0.03224372863769531,0.5305343511450382,0.5858585858585857,0.5395518909154479,t2+ta
0.27413201332092285,0.032576799392700195,0.5009560229445507,0.48520710059171596,0.5165979351291276,t2+ta
0.27469730377197266,0.03225851058959961,0.5296367112810707,0.5802047781569966,0.5570179286946858,t2+ta
1.0035252571105957,0.036348581314086914,0.5472727272727272,0.546448087431694,0.5679867768595042,t2+dm
1.0032508373260498,0.03624916076660156,0.5327272727272727,0.5545927209705372,0.5685157024793388,t2+dm
1.00126314163208,0.0361480712890625,0.5672727272727273,0.5672727272727273,0.5780495867768595,t2+dm
1.002898931503296,0.03646659851074219,0.5381818181818182,0.5243445692883896,0.5581090909090909,t2+dm
0.8977713584899902,0.035471439361572266,0.5327272727272727,0.5267034990791897,0.5512859504132233,t2+dm
0.8969900608062744,0.03520822525024414,0.5345454545454545,0.5524475524475524,0.5521586776859504,t2+dm
0.8997116088867188,0.03556108474731445,0.5727272727272728,0.591304347826087,0.5850578512396695,t2+dm
0.8960089683532715,0.03533625602722168,0.5381818181818182,0.5496453900709221,0.5494479338842975,t2+dm
1.003295660018921,0.035762786865234375,0.5725190839694656,0.5773584905660377,0.5923314492162461,ta+dm
1.0021326541900635,0.03575587272644043,0.5324427480916031,0.5386064030131826,0.5534788182506847,ta+dm
1.0027132034301758,0.0358576774597168,0.5534351145038168,0.5447470817120622,0.5486859740108385,ta+dm
0.9982779026031494,0.03585457801818848,0.5706106870229007,0.5681381957773513,0.5566546238564185,ta+dm
0.8593275547027588,0.03480792045593262,0.5610687022900763,0.5643939393939393,0.5786958801934619,ta+dm
0.8598260879516602,0.036347150802612305,0.5343511450381679,0.5271317829457365,0.5411106578870695,ta+dm
0.8618402481079102,0.03470945358276367,0.5438931297709924,0.5430210325047801,0.5709311811665987,ta+dm
0.8562026023864746,0.034886837005615234,0.549618320610687,0.549618320610687,0.545175106345784,ta+dm
1.2924962043762207,0.03699970245361328,0.5698729582577132,0.5602968460111318,0.5751778656126483,dm+dm
1.2892906665802002,0.03717207908630371,0.5335753176043557,0.5335753176043557,0.5228194993412385,dm+dm
1.2908344268798828,0.037055015563964844,0.5535390199637024,0.5559566787003611,0.5690909090909091,dm+dm
1.2893850803375244,0.03720355033874512,0.5607985480943739,0.5567765567765567,0.5744005270092226,dm+dm
0.8234341144561768,0.035929203033447266,0.567479674796748,0.5596026490066225,0.5945154194339862,fa+su+t1
0.8219776153564453,0.03570818901062012,0.5284552845528455,0.546875,0.5558822285206649,fa+su+t1
0.8194763660430908,0.035658836364746094,0.5349593495934959,0.5326797385620916,0.560186556114895,fa+su+t1
0.8257524967193604,0.036295413970947266,0.5577235772357724,0.5815384615384616,0.5943673590253395,fa+su+t1
0.760113000869751,0.03495645523071289,0.5187165775401069,0.509090909090909,0.5420055922724962,fa+su+t2
0.7580573558807373,0.034555673599243164,0.5169340463458111,0.5117117117117117,0.517984239959329,fa+su+t2
0.7550477981567383,0.03485441207885742,0.5178571428571429,0.49248120300751885,0.5020408163265306,fa+su+t2
0.7585909366607666,0.03473663330078125,0.5375,0.52994555353902,0.5613775510204082,fa+su+t2
0.760777473449707,0.034715890884399414,0.5008849557522124,0.4797047970479705,0.5289451920908201,fa+su+t2
0.758265495300293,0.03477907180786133,0.5203539823008849,0.5186500888099467,0.5356113575420395,fa+su+t2
0.7592113018035889,0.034564971923828125,0.5035460992907801,0.467680608365019,0.5218424626527841,fa+su+t2
0.7644469738006592,0.034580230712890625,0.5691489361702128,0.5683836589698047,0.5661435541471758,fa+su+t2
0.747819185256958,0.03476285934448242,0.532608695652174,0.5095057034220533,0.5537964713295526,fa+su+ta
0.7434642314910889,0.034760236740112305,0.519927536231884,0.5083487940630798,0.5317816635160679,fa+su+ta
0.7430427074432373,0.034548044204711914,0.5307971014492754,0.5350089766606821,0.5243908842680108,fa+su+ta
0.7502028942108154,0.035460710525512695,0.5144927536231884,0.5018587360594796,0.5385029405587062,fa+su+ta
1.2257421016693115,0.037250518798828125,0.5517241379310345,0.5417439703153988,0.5590382081686429,fa+su+dm
1.2293357849121094,0.036994218826293945,0.52994555353902,0.5415929203539823,0.5312648221343874,fa+su+dm
1.2275800704956055,0.03744626045227051,0.5843920145190563,0.5858951175406872,0.5797496706192359,fa+su+dm
1.2255768775939941,0.03715991973876953,0.5517241379310345,0.5365853658536585,0.5788932806324111,fa+su+dm
1.1580395698547363,0.03724265098571777,0.5644283121597096,0.5571955719557196,0.5840447957839262,fa+su+dm
1.1567041873931885,0.037158966064453125,0.515426497277677,0.5064695009242144,0.5161923583662714,fa+su+dm
1.153705358505249,0.03772163391113281,0.5480943738656987,0.5654450261780105,0.5616600790513834,fa+su+dm
1.1625936031341553,0.037653446197509766,0.5335753176043557,0.5385996409335726,0.5613965744400529,fa+su+dm
0.805372953414917,0.03625011444091797,0.5525846702317291,0.5588752196836555,0.5720005083884088,fa+t1+t2
0.8040909767150879,0.036611318588256836,0.5365418894830659,0.5637583892617449,0.5459837315709202,fa+t1+t2
0.8083052635192871,0.036003828048706055,0.5285714285714286,0.5335689045936396,0.5320663265306123,fa+t1+t2
0.8097751140594482,0.03637409210205078,0.5553571428571429,0.5829145728643216,0.5700127551020407,fa+t1+t2
0.810314416885376,0.03581571578979492,0.536283185840708,0.5236363636363636,0.5397213242112122,fa+t1+t2
0.8120582103729248,0.035891056060791016,0.5433628318584071,0.5551724137931036,0.5659098313410019,fa+t1+t2
0.8092212677001953,0.03773093223571777,0.5443262411347518,0.5231910946196661,0.5412454101906343,fa+t1+t2
0.8229687213897705,0.037244319915771484,0.5443262411347518,0.5848142164781905,0.555128011669433,fa+t1+t2
0.7954320907592773,0.035347700119018555,0.5778985507246377,0.5661080074487896,0.578673072883848,fa+t1+ta
0.7901968955993652,0.03604483604431152,0.5398550724637681,0.5480427046263344,0.5672521529090526,fa+t1+ta
0.7927887439727783,0.03692269325256348,0.5126811594202898,0.5082266910420475,0.5147027935307709,fa+t1+ta
0.7927923202514648,0.03586602210998535,0.5380434782608695,0.5303867403314917,0.5627362948960302,fa+t1+ta
1.3075778484344482,0.037856101989746094,0.5462794918330308,0.5335820895522388,0.5666403162055337,fa+t1+dm
1.3100802898406982,0.03873562812805176,0.5281306715063521,0.5454545454545455,0.5279446640316205,fa+t1+dm
1.3095014095306396,0.03875017166137695,0.558983666061706,0.5573770491803278,0.5764426877470356,fa+t1+dm
1.3146641254425049,0.04243898391723633,0.52994555353902,0.5316455696202533,0.5689459815546772,fa+t1+dm
1.171036720275879,0.03727531433105469,0.5698729582577132,0.5602968460111318,0.5839525691699605,fa+t1+dm
1.1705610752105713,0.037323951721191406,0.5226860254083484,0.5295169946332736,0.5296837944664032,fa+t1+dm
1.1702663898468018,0.03778386116027832,0.5626134301270418,0.5561694290976059,0.5781554677206852,fa+t1+dm
1.1688578128814697,0.037467241287231445,0.5462794918330308,0.5535714285714287,0.5725823451910408,fa+t1+dm
0.7755732536315918,0.03623628616333008,0.5280898876404494,0.5245283018867923,0.5346687427232814,fa+t2+t2
0.7715475559234619,0.03568840026855469,0.5056179775280899,0.46558704453441296,0.5140063684439395,fa+t2+t2
0.7699775695800781,0.03568863868713379,0.5478424015009381,0.540952380952381,0.5508997212131452,fa+t2+t2
0.772789478302002,0.03542280197143555,0.5628517823639775,0.5578747628083491,0.5476331277632284,fa+t2+t2
0.7671594619750977,0.03557157516479492,0.5093632958801498,0.4822134387351779,0.5322981105079325,fa+t2+ta
0.7722523212432861,0.03532004356384277,0.5243445692883895,0.5225563909774436,0.5523853609953849,fa+t2+ta
0.7726445198059082,0.03580784797668457,0.5580524344569289,0.5547169811320756,0.5688254849976855,fa+t2+ta
0.7612400054931641,0.03593850135803223,0.550561797752809,0.5488721804511278,0.5606334778156518,fa+t2+ta
1.2723147869110107,0.03757810592651367,0.5507518796992481,0.5394990366088632,0.57597942223981,fa+t2+dm
1.2683656215667725,0.038144826889038086,0.5620300751879699,0.5740402193784278,0.5709197806546441,fa+t2+dm
1.2691407203674316,0.03876447677612305,0.5451127819548872,0.5236220472440946,0.5607580982531517,fa+t2+dm
1.2702932357788086,0.0375821590423584,0.5789473684210527,0.5867158671586715,0.5934337724009271,fa+t2+dm
1.1367771625518799,0.036932945251464844,0.556390977443609,0.5513307984790874,0.577562326869806,fa+t2+dm
1.121591329574585,0.036725521087646484,0.5469924812030075,0.5626134301270418,0.5694640737181299,fa+t2+dm
1.131612777709961,0.037001609802246094,0.5244360902255639,0.5271028037383177,0.5486177850641643,fa+t2+dm
1.1292245388031006,0.03742575645446777,0.5601503759398496,0.5634328358208955,0.5866640284922833,fa+t2+dm
0.753448486328125,0.0354311466217041,0.5362595419847328,0.5557586837294333,0.5515558533884972,fa+t2+ta
0.7461514472961426,0.03484654426574707,0.5038167938931297,0.4779116465863454,0.5313647223355282,fa+t2+ta
